,Age,Income,Loyalty_Score,Prior_Purchases,Avg_Spend,Recency,Browsing_Time,Clicks_On_Promo,Purchase_Frequency,High_Value_Customer,Engagement_Score,Gender_Male,Promotion_Type_Discount,Promotion_Type_FlashSale,Promotion_Type_LoyaltyPoints,Channel_Email,Channel_In_store,Channel_SMS,Time_of_Day_Evening,Time_of_Day_Morning,Will_Buy
14,57,91411.42903589275,28,5,238.7254270857752,51,18.209689142977844,3,2.1085072208101607,1,66,1,0,1,0,1,0,0,0,0,0
15,41,46764.71709648114,91,3,130.22366374491835,17,11.029311027527646,1,4.25927560150784,1,51,1,0,0,0,0,1,0,0,1,0
16,20,45151.02066055916,68,4,465.993541302918,32,2.38243570077694,1,1.0784330487574063,1,73,1,0,0,0,0,1,0,0,0,0
17,39,67145.98854334878,15,2,393.0434427622892,26,19.694249534341317,2,1.703426326741432,1,50,1,1,0,0,1,0,0,1,1,0
18,19,43719.42738790327,99,2,266.6101244485335,57,14.704112627553004,2,3.564482165860789,1,45,1,1,1,0,1,0,0,1,0,1
19,41,71823.91712488499,37,7,356.02746273807645,22,4.192678112453981,2,4.918545745150991,1,87,1,0,0,0,0,0,0,1,1,0
20,61,55573.9074572979,1,3,453.7772024609848,13,28.08269148524238,3,4.087124780316765,1,33,0,0,0,0,1,1,0,0,0,0
21,47,48224.03149180656,67,1,111.27836406270706,12,28.674492999284958,1,3.997929302664743,1,19,1,1,1,0,0,0,0,1,1,0
22,55,46624.91144944437,24,3,162.66787281813995,7,25.712527766957933,0,2.041981986610116,0,13,1,1,0,0,1,0,0,0,0,0
23,19,68113.88255645393,27,7,294.21556126549024,1,25.33166218547616,3,3.476043822521634,1,78,1,0,1,1,0,0,0,1,0,1
24,38,53457.30821905255,40,5,409.5546671085614,33,3.050271148454878,4,1.008897300188726,1,96,1,0,0,0,0,1,0,1,1,0
25,50,56484.63096786155,63,5,66.31470294868731,52,29.80326127651877,4,4.9652016493257465,1,22,0,1,0,1,0,0,0,1,1,0
26,29,58115.02808905443,61,4,492.8081675883622,55,12.071382327925576,1,2.6626294298929563,1,20,1,0,0,0,1,0,0,0,0,0
27,39,51994.042778340365,36,5,254.70797129707876,14,4.977321364426694,5,3.374635407189703,1,97,1,0,0,1,0,0,1,1,1,0
28,61,57798.08339524975,98,5,211.6540132797753,59,24.38184167369491,1,4.442773544066542,1,5,0,0,1,0,0,0,0,0,1,0
29,42,48225.14865978514,93,3,181.7259970278973,47,6.849349977045429,2,0.504342328296038,1,84,0,0,1,0,0,0,1,0,0,0
30,66,49252.87052260136,24,3,128.46051844289224,43,15.832642088020783,5,4.8919209241833865,0,78,1,1,1,0,0,0,0,1,0,0
31,44,33213.27607959937,24,6,406.2082590185125,56,3.9276803495827455,3,2.116216904765869,0,91,0,0,0,0,1,0,0,0,0,0
32,59,54466.40376377596,4,6,479.93637413574345,58,14.291907125949065,5,2.0281583362812183,1,90,1,1,0,0,1,0,1,0,0,0
33,45,24206.88489931669,67,4,236.1401396804292,41,16.788430652747977,2,1.1527850124169423,0,32,0,0,0,1,1,0,1,0,0,0
34,33,54253.37105916369,34,9,478.5893126390553,17,13.433126402545144,4,4.361829846275935,1,30,0,1,0,1,0,0,1,1,0,0
35,32,45790.75975752778,57,6,420.70892694576537,4,2.1776560601043244,3,4.418777911402582,1,91,0,0,0,0,0,0,1,0,0,0
36,64,55618.77664176467,49,5,266.47300736434323,52,14.599677014424625,3,0.5899504952520062,0,26,0,0,1,1,0,1,1,0,0,0
37,68,34267.57498877486,87,5,353.3117806067597,51,14.121391018880391,1,0.7507634939299235,1,82,0,1,0,1,1,0,0,1,0,1
38,61,18209.63947942037,53,4,245.7428806267083,39,7.922446290991147,1,4.632537472851517,0,87,1,0,0,0,0,0,0,0,0,0
39,69,44737.02039539691,23,10,301.4255336956486,1,27.65588782975735,0,1.052906595248307,1,88,1,0,1,1,0,0,0,0,0,1
40,20,34311.30996714353,69,6,76.12085165832671,41,12.591990747677857,2,3.294173587851315,0,4,0,0,0,0,0,0,0,1,0,0
41,54,23291.649751842764,95,2,363.3185638852399,45,25.937062306271915,1,3.288427025757421,1,67,0,0,0,0,0,0,0,0,0,0
42,68,61519.74904541855,53,4,73.77109001786152,24,3.378948506039913,1,4.413786507988944,0,43,0,0,0,0,0,0,0,0,1,0
43,24,74018.5734071306,62,3,417.6882261138423,34,9.634430797764823,3,3.076943474415553,1,30,1,1,1,1,1,0,1,0,1,1
44,38,38045.72846338175,41,2,421.2261182572509,34,5.3722925276643965,1,2.4530513508978298,0,16,1,0,0,0,0,1,0,1,0,0
45,26,48863.437591678194,57,5,156.68477940029658,24,12.311482556660955,3,4.884713521659705,1,71,1,0,0,0,0,0,0,1,0,0
46,56,45383.21574980282,60,6,195.6482514661101,59,3.43793694640927,2,1.529669641995365,0,39,0,0,1,0,0,0,0,1,1,0
47,35,40116.52367035695,54,5,266.589670351232,15,13.286940694784052,3,1.6822310795743247,1,86,1,0,1,0,0,1,1,0,0,0
48,21,59956.05820832032,70,10,318.49830811961664,17,10.680735229102265,2,0.8814634465937359,1,41,0,1,1,0,1,0,1,0,0,1
49,42,65152.12190642928,57,5,179.30914778389854,13,6.777119913492755,2,4.888925677197249,1,31,0,1,0,0,0,0,0,0,0,0
50,31,36970.89216101594,10,5,316.61888208436625,7,19.30116441731442,3,3.6786209397692695,0,49,0,0,1,0,0,1,0,1,0,0
51,67,50671.503006423554,40,4,184.00418295318448,9,28.53225349562017,2,0.5544368937113047,0,13,0,0,0,0,1,0,1,0,0,0
52,26,69267.99550900841,7,4,74.9708244819773,44,6.292692859132647,1,3.669413124105669,0,41,1,0,0,0,0,0,0,0,1,0
53,43,60335.54304822459,38,3,51.13739742435903,35,21.382546112963663,2,2.318612500011615,0,93,1,0,0,1,0,0,0,1,0,0
54,19,62565.46157600733,85,6,95.51797606329288,23,22.297188588776613,2,4.853973612809036,1,28,0,0,1,1,0,0,0,1,1,0
55,37,70519.77961163622,61,4,406.5128150738082,54,14.993803441133284,0,1.7482437597307687,1,64,0,0,0,0,0,0,0,1,0,0
56,45,70322.67758559875,84,2,482.6440905725017,47,26.940283548406956,0,3.696288524212543,1,19,0,0,0,0,0,1,0,0,0,0
57,64,65429.639454545984,3,9,242.13478967654868,39,28.99506297533872,2,3.323453676684781,1,87,0,0,0,1,0,0,0,0,0,0
58,24,52174.06122171771,51,5,280.7077790524743,23,10.931168916410098,4,0.5542248870331192,1,72,0,0,0,0,0,0,0,0,1,0
59,61,44262.75473812862,86,9,116.08167608304176,26,19.565895610295307,2,4.48347618199568,1,25,0,0,0,1,0,0,0,1,0,0
60,25,51552.16647969778,47,5,297.96410870607065,1,19.90015727521336,2,1.1282569715883493,1,38,1,1,0,0,0,1,0,1,0,0
61,64,41983.89970964947,68,5,115.09470590313958,14,12.168702234949883,4,3.486149505490249,1,99,1,0,1,0,0,0,1,1,0,0
62,52,20712.69690483977,92,1,325.04644903947354,32,9.572053127388964,2,3.989968028574301,1,90,1,0,0,0,0,0,0,0,0,0
63,31,45807.5140129994,76,5,469.96640041138426,51,28.018951527011623,3,3.3391744092430744,1,3,0,0,1,0,0,0,0,1,0,0
64,34,55362.89365755831,38,8,138.0643426863678,48,23.72044832444899,2,0.9370124038114652,0,2,1,1,0,0,1,0,0,0,1,0
65,53,41190.95873350732,36,6,394.0536731256959,10,3.5224905226388694,2,4.88830611314611,1,5,1,0,0,0,0,0,0,1,0,0
66,67,47108.30319142088,41,2,60.57609026824582,1,3.6845337403881215,0,1.5656806153455007,0,61,1,0,0,1,0,1,0,0,0,0
67,57,47689.449260499016,69,5,218.97375859472945,5,27.684028788699518,3,3.3253914647474105,1,20,1,0,1,0,0,0,0,0,1,0
68,21,70352.85161328333,13,5,99.83682852372908,3,2.53415197430504,1,4.087301262175901,0,76,1,1,0,0,1,0,1,0,1,0
69,19,44608.44088962647,87,4,208.61394871806476,49,20.68379825267066,1,4.726562044579302,1,38,0,1,0,0,1,0,0,0,0,0
70,23,70349.50073275181,58,6,128.09161383749756,50,6.88007158363791,1,3.2180473816515853,1,80,0,0,0,0,1,0,1,0,1,0
71,59,9312.642622280391,50,5,217.98724555529932,58,1.152041747974398,4,1.6657436712340203,0,36,0,1,1,0,0,0,0,0,0,0
72,21,70217.83671993554,30,6,237.88526274838864,53,1.883162627794697,1,4.264875578331349,0,46,1,1,0,0,0,1,1,0,1,0
73,46,69461.09172293937,62,5,185.26600525141328,27,11.268310900018903,2,1.2344898467753218,1,93,0,1,0,0,0,1,1,0,0,0
74,35,63533.82010083788,25,4,345.47987726290813,51,2.419894705512004,0,0.6002709263198178,0,99,1,1,1,0,0,0,0,1,0,0
75,43,19821.229951943427,27,7,463.4834230665094,54,17.939512078010278,2,4.586669862990807,1,37,0,0,1,0,1,1,0,0,1,0
76,61,65283.30492833722,51,5,230.26791834737256,57,19.45290989008486,0,3.089250311245727,1,54,1,1,0,1,0,0,0,1,0,0
77,51,49248.21236487125,78,7,136.55442041375966,22,11.266710302293165,4,0.8133867086509339,1,21,1,0,0,1,0,0,0,1,0,0
78,27,12059.938401130094,57,6,171.8252411881925,18,22.312054463978686,1,3.108782242053524,0,21,0,0,0,1,1,1,1,0,0,0
79,53,69472.66561752044,47,4,434.300370573366,16,14.75227135307036,5,1.1525637574510188,1,92,0,0,1,1,0,0,1,0,0,1
80,31,71662.59617823453,39,8,307.2378754715665,2,12.963832251722254,2,0.6412370287858928,1,70,1,0,0,0,0,1,0,0,1,0
81,48,21432.31892202243,16,4,254.7549645381308,47,12.268943854824736,2,1.0243582137083935,0,84,1,0,1,1,0,0,0,0,0,0
82,65,52631.3161295017,22,3,117.33652467901702,13,12.990083971631568,4,3.987983428276866,0,60,0,1,1,0,0,1,1,1,0,0
83,32,70828.86682166274,85,5,252.37728874570183,45,29.039840733039117,0,3.900474071661199,1,36,0,0,1,0,0,1,0,0,1,0
84,25,68452.4197018572,54,10,175.321401510824,16,20.474071095149288,1,3.2194316071187745,1,77,1,0,1,0,0,0,0,0,1,0
85,31,62540.91576739286,21,6,474.4234075340072,8,9.524774430116889,5,1.441977304607626,1,11,0,0,0,1,0,1,0,0,0,0
86,40,10291.206801537372,72,4,447.8315492370791,43,22.042410119146403,1,3.825351796078889,1,88,0,0,0,0,0,1,1,0,1,0
87,57,60943.14149953721,16,3,87.7561438226891,8,9.974994910855187,1,2.336203702467804,0,83,0,1,0,0,1,0,1,1,0,0
88,38,46728.44152439086,59,3,282.4940701675593,54,3.858875742761818,1,2.7983912770685304,0,87,0,0,0,1,0,0,0,0,1,0
89,33,64937.86293077742,31,5,151.27625548160245,10,14.313274687923906,1,4.539383119968446,1,31,1,0,0,0,1,1,0,0,1,0
90,62,53842.42187650737,42,2,234.8496902859308,55,22.55561338823858,1,2.5603588568215643,0,37,1,1,0,0,1,1,0,0,1,0
91,35,49701.77584566703,74,6,444.5815992131554,33,11.392031335530904,1,3.318647692331708,1,60,1,0,1,0,1,0,0,1,1,0
92,64,59613.55774113855,32,2,287.3815339498452,31,26.088306847215552,3,4.827881713270586,1,61,0,1,1,1,0,0,1,0,0,1
93,41,47421.29943392363,59,5,200.39688201684191,12,11.669885852224018,3,2.531254544752988,1,67,1,0,0,1,0,1,0,0,0,0
94,43,49635.84080162087,34,2,143.54975934724868,9,10.560186862651278,1,3.023275541867106,0,98,1,1,0,1,1,0,0,0,0,0
95,42,41671.64001306857,9,6,410.14618673292017,37,29.947493024511672,2,3.129865811975516,1,29,0,0,0,0,1,1,0,0,1,0
96,62,25918.865132231564,81,3,331.0331069139562,9,14.525913487402956,3,1.5832020149273944,1,67,0,1,1,0,0,0,0,1,1,1
97,58,58517.80210656907,11,5,260.629457191804,48,24.17611417043383,3,3.8161492802732857,1,79,1,0,0,0,1,0,1,0,0,0
98,46,37909.54520494145,96,2,147.86795923834012,18,24.169142876191685,1,3.769866627232314,1,71,1,0,1,0,0,0,0,1,0,0
99,32,46988.122009388986,10,6,200.4108683707091,30,27.798443179265465,2,1.461005336730569,0,67,0,1,1,0,1,1,0,0,1,0
100,62,54304.609376809,86,6,481.92954203233336,32,2.638362128064079,3,0.5600212017553068,1,16,0,0,1,0,0,0,1,0,0,0
101,18,18721.735346518417,17,7,284.04047192262544,40,8.209486265162585,5,4.995237067558039,0,45,0,1,1,1,0,0,0,1,1,0
102,42,22079.76644484765,68,6,230.31467655946383,23,23.055667937238372,2,3.1171447983231038,1,34,0,1,1,1,0,0,0,0,1,1
103,24,45503.92135086196,48,6,284.6399190567457,11,16.92178462271709,5,1.314644190692006,1,84,0,0,1,0,0,0,0,1,0,0
104,26,56818.45223449484,52,4,400.5448276548239,20,16.832486776400565,2,1.7760446713160571,1,44,1,0,0,0,0,0,0,0,0,0
105,41,61160.57405973742,25,4,203.04902142629092,19,5.0698375259202,4,3.280064189940949,1,97,1,1,0,0,1,0,1,1,1,0
106,18,26130.282561861397,21,7,130.417754419674,36,8.5064751220065,2,1.1192701147163615,0,78,1,1,1,0,0,0,0,0,0,0
107,61,59549.47226619223,65,5,313.2212532525715,52,15.68788916293036,2,0.6677628669903041,1,42,1,0,0,0,0,0,0,0,0,0
108,25,46323.95572525496,63,5,349.3418465664802,26,8.387722803771172,1,4.093159255046346,1,35,0,0,0,0,0,0,1,0,0,0
109,41,36752.641323552845,89,8,370.7231013313473,10,6.38745550169158,2,3.7213080995836254,1,75,0,0,1,1,1,0,0,0,0,1
110,28,40271.72215910944,51,4,446.8944158447583,24,2.723906067522884,1,1.8932074165984256,1,84,1,0,1,0,0,0,1,1,0,0
111,68,62027.8599806025,36,2,217.02835431010087,13,4.756207756508032,1,0.7632111999855611,0,30,0,0,0,0,1,1,0,0,1,0
112,34,54110.08677628357,81,3,83.90970330300131,52,23.089146098509996,0,2.688219098816349,0,53,1,1,0,1,0,0,0,1,1,0
113,25,50754.59784132981,88,4,481.256862633924,46,21.591497499482998,2,1.742838304665015,1,58,1,1,0,1,0,0,0,0,0,0
114,52,53652.4360821185,66,6,245.75536734686384,53,1.4704271620264768,5,2.290006477911415,1,28,1,1,0,0,0,0,0,0,1,0
115,52,63921.4666492429,15,9,330.4658793529091,34,6.178194151788919,3,1.732862058690213,1,15,1,0,1,1,1,0,0,1,0,0
116,50,48543.50648895015,96,3,349.83739540773155,29,16.857614867308218,1,1.2887042896666594,1,38,1,0,0,0,0,0,0,1,0,0
117,22,50814.78329681355,39,5,295.93116891554155,36,9.746572542679516,2,2.2414540407637498,0,50,1,1,1,1,0,0,0,0,0,0
118,59,67072.56110206708,70,3,142.36588838132155,7,24.715163120117964,2,4.842023555650169,1,13,0,1,0,0,0,0,0,1,1,0
119,56,45026.20063605262,1,2,389.8143725522637,51,23.57118029909819,2,1.6980254015448517,0,35,0,0,0,0,0,0,0,1,1,0
120,58,59272.10892921023,23,4,411.6883884368368,30,26.758258682947474,3,2.0118498982114303,1,24,1,0,1,1,1,0,0,1,0,0
121,45,42444.43278990288,39,9,298.8390137078479,17,16.931643822002968,6,1.981589150860838,1,65,1,0,0,0,0,1,0,1,0,0
122,24,43761.98987882323,57,4,269.8525222631787,48,10.627086746292044,3,2.661299689057431,1,88,1,0,0,0,1,0,0,1,1,0
123,26,48439.25364800545,81,5,101.2721824075934,13,18.221334415929043,3,4.295774924567526,1,91,0,0,1,1,0,1,0,0,0,1
124,25,57729.09279480148,34,8,87.77824767490273,56,2.765186724389188,3,2.3095516619734027,0,18,0,0,1,0,0,0,1,1,1,0
125,29,67912.72943826603,41,8,202.80418050358796,24,0.3866219304698816,1,4.127665838148689,1,58,0,0,0,0,0,0,0,0,0,0
126,51,51448.17895308162,93,5,189.88076998282696,54,0.6110962515986254,2,1.017554492446417,1,26,1,1,0,1,0,1,0,0,1,0
127,50,27502.446330146835,73,3,479.145402933472,55,12.28553384423306,2,4.527082421069509,1,29,0,0,0,1,1,0,0,0,0,0
128,65,59471.69440300907,13,9,402.6302340995434,31,6.919520063681591,0,1.3338683758577057,1,72,1,0,1,1,0,0,0,1,0,1
129,40,86807.63261218564,70,2,346.96593286657696,58,4.804397403421425,2,0.6764067458713736,1,44,0,1,1,1,0,0,1,0,1,1
130,41,51630.032466010256,6,8,282.9416400579223,27,18.4982478669833,3,1.2125951616967852,0,90,1,0,0,1,1,1,0,1,0,0
131,54,24368.48541230631,84,7,125.3153888269931,50,29.853341774134115,2,1.3583740608079338,0,5,1,1,0,1,1,0,0,0,0,0
132,52,52544.79334206277,52,6,490.30550248292775,21,5.414820788104537,1,2.788268574260116,1,33,1,1,1,0,0,0,0,0,0,1
133,61,49954.81095224241,3,9,218.76831420809447,44,16.43800058399677,2,2.524722317388751,0,5,0,1,0,0,1,0,1,0,0,0
134,57,48693.36734956416,81,3,98.11652110126016,55,3.679852668596824,1,3.721434876192689,0,36,0,0,1,0,0,0,0,0,0,0
135,39,64181.14849965699,63,6,272.20950307208574,57,28.03366958805696,2,0.7292798860714856,1,77,0,0,1,0,0,0,0,1,0,0
136,44,70674.12179503587,49,7,443.2991052258874,1,8.823479540260491,0,2.73967813119238,1,81,1,0,1,0,0,1,0,0,0,0
137,52,60253.78617801624,76,7,449.28095079979823,15,26.36236061929701,0,1.9961205211552135,1,13,1,1,1,1,0,0,0,1,1,1
138,18,48004.128729933975,47,5,54.93466222540127,3,8.563985533586267,4,3.3381784944095383,0,25,0,0,0,0,1,0,0,0,0,0
139,52,66885.18176554445,55,5,448.8330851381299,6,24.200969157582914,3,0.6966487585625829,1,58,0,0,0,1,0,0,0,1,0,0
140,54,27592.55538178639,64,1,172.16789787493633,14,6.360501870028603,0,0.6572066401317171,0,2,1,0,1,0,0,0,0,1,1,0
141,64,39259.15818899008,65,7,67.53756378579038,55,8.854403961587986,0,2.4226322062833345,0,88,1,0,0,0,0,0,0,0,1,0
142,31,40930.58332097405,81,4,431.5056216632935,38,5.855013425568656,3,4.151027656406804,1,36,0,1,0,0,0,1,0,0,0,0
143,20,49535.74028102098,67,7,438.7400401946937,33,8.001370347704704,2,3.519923288608736,1,25,1,0,0,1,1,1,0,0,0,0
144,18,57601.01993730257,90,5,318.3039859290575,52,25.062486084466126,4,0.5751774136020467,1,34,0,0,0,0,0,1,0,0,0,0
145,22,46989.305774940745,15,5,308.4951907833613,38,19.20707167664625,4,1.3031244239635509,0,12,0,0,0,0,0,1,0,0,0,0
146,43,36409.46308246588,32,3,415.9041226796387,8,12.235802098232998,1,1.5202915903284937,0,19,1,1,1,0,1,0,0,1,1,0
147,31,64622.754270441954,96,5,403.8392987196259,26,29.14847870975647,0,2.403765173953376,1,94,0,1,0,0,0,1,0,1,1,0
148,56,46468.1491669296,68,5,450.5474630492168,15,13.999359661174251,3,3.1402205776480976,1,37,0,0,0,0,0,1,0,0,1,0
149,44,51531.9338130655,18,4,298.73635141851656,14,29.095823140639656,3,1.4740707825378034,0,1,1,0,0,0,0,1,0,1,0,0
150,26,58266.01618213861,83,3,485.4411917297639,48,5.97794899503472,1,2.2213140101253392,1,60,0,0,0,1,0,1,0,0,0,0
151,32,50583.1641188442,43,3,498.2660739200023,20,27.148688970736984,1,3.127745272971939,1,67,0,0,1,0,0,0,0,0,0,0
152,32,50649.07542116435,35,5,102.44507449938467,55,0.513283902515091,4,2.2254588675574207,0,49,1,0,0,0,0,0,1,0,0,0
153,43,65457.10130653744,78,10,432.29469179935495,48,16.40456575073615,2,1.144262396230845,1,90,1,0,0,1,1,0,1,0,0,0
154,59,52270.54211855565,58,2,274.92001598686505,59,12.749266589331242,1,2.7124750649220064,0,79,0,1,0,1,1,0,1,0,1,0
155,30,62941.954786857335,33,5,224.40485223492445,19,15.80012657961218,1,1.9579738817921244,0,46,0,1,1,1,1,0,0,0,1,0
156,68,58170.01166477585,14,3,325.88253944722175,56,16.648000475236202,1,4.388847631496761,0,48,1,0,0,0,1,1,0,1,0,0
157,49,80253.31316280374,34,4,75.18450076790316,33,11.732037486624556,3,3.990312086422255,1,92,1,0,0,1,1,1,0,1,0,0
158,56,56141.20126803695,61,6,277.907503445186,36,29.946115621894243,1,1.3562379150516024,1,68,0,0,0,0,1,0,1,1,0,0
159,66,59569.59905226159,4,3,441.900756512,24,29.29756498998871,2,1.1868610609887995,1,19,0,0,0,0,1,0,0,0,1,0
160,69,66524.85070994552,88,4,146.05768226253596,10,28.856186763467395,2,2.06454502991525,1,88,0,0,0,0,0,0,0,0,1,0
161,49,50954.26639925255,59,4,241.8754526462413,52,29.374642916559974,1,2.354785251996166,1,40,0,1,1,0,0,0,0,0,0,1
162,21,40432.20354905839,29,5,472.76639947169394,50,23.811070723205017,2,4.694081680961276,1,6,1,0,0,0,0,0,0,1,1,0
163,47,42887.81628314815,83,8,242.85372701256375,34,29.658855322887323,1,1.8572933168839985,1,80,1,1,1,1,0,0,0,0,1,1
164,54,43032.39611746268,6,5,211.26543454957925,36,26.781570735726746,0,4.404129588358212,0,96,1,0,0,1,1,0,0,0,1,0
165,40,35745.03547704923,97,6,248.2414916555202,47,12.53638584726939,0,2.7738917570917208,1,94,1,1,0,1,0,0,0,0,0,1
166,56,54767.07753802826,49,3,283.7537449329004,36,23.564835540663893,5,4.485306765008254,1,63,0,0,1,0,1,0,0,1,0,0
167,62,40557.25177926374,40,4,334.39610485916097,16,27.37082856925621,1,3.658791997978639,1,35,1,1,0,1,0,1,0,0,0,0
168,32,52922.79231802771,83,5,410.311760412529,15,21.406921600254066,0,3.68775035649216,1,72,0,0,1,0,0,0,1,1,0,0
169,60,47619.88334434046,65,6,253.4459925939414,18,12.741191982911555,5,2.834588693732665,1,61,0,1,1,0,0,1,1,0,1,1
170,46,49375.67760061228,69,7,417.8664207905632,7,2.067128236291115,2,4.281368187101629,1,5,1,0,1,1,1,0,0,1,0,0
171,53,58340.84971743284,27,5,290.1742976084363,47,24.30993841811157,2,1.6449116235876304,0,37,1,0,0,1,1,0,0,0,1,0
172,30,41871.51313417178,80,2,202.31622966559,22,28.587011906481465,3,4.583080721825911,1,76,0,0,0,0,1,0,0,1,0,0
173,49,59583.3656890516,6,6,346.0778726537364,32,10.937651480874797,2,3.3654913476618527,1,89,1,0,0,0,0,1,0,0,0,0
174,24,73509.61799958428,13,4,372.9750146345711,43,4.641990924569294,0,2.474190056716366,0,97,0,0,0,0,0,0,0,0,0,0
175,68,55146.63624427638,64,2,301.1220390332694,19,9.862464800169615,1,4.919854565370007,1,88,0,0,0,1,0,0,1,0,0,0
176,39,38268.56472091297,62,4,75.47673791062553,40,17.520408509529563,2,4.3790634811023805,0,11,1,0,0,1,0,1,1,0,0,0
177,45,40774.72982990305,99,2,126.4472938223712,56,9.57617719813886,0,3.974094557742648,1,99,0,1,0,0,1,1,0,1,1,0
178,19,46276.05648822327,19,3,178.38397440060268,1,18.357500032870984,0,1.7325611198102473,0,40,1,0,0,0,0,0,0,1,1,0
179,59,41076.64554395651,76,4,177.18152267817192,35,29.00888174411445,0,4.88183315194579,1,65,1,1,1,0,0,1,0,1,0,1
180,62,35132.29535584925,80,7,353.0393601110917,5,20.154961349899708,1,3.8434437627168014,1,8,1,0,1,0,0,1,0,0,1,0
181,23,52316.10915442538,43,5,58.256897753134666,50,10.943515051940087,2,3.223477778130687,0,87,0,0,0,0,0,1,1,0,0,0
182,45,46682.04002411302,74,5,390.056799672284,12,28.07901384699889,2,4.648096530559998,1,84,1,0,1,0,0,1,0,1,0,0
183,45,52845.81325337087,89,7,169.40411366311992,12,17.012494534164205,1,1.2298175686810813,1,96,0,0,0,1,1,0,0,1,0,0
184,61,67795.81118322932,20,9,189.50983079724608,21,3.938334716123743,0,1.1255722374392454,0,11,1,0,0,0,0,0,0,0,0,0
185,61,46454.70749113461,95,7,287.5594225747659,59,15.01953205529347,3,3.0367103647584206,1,71,0,0,0,0,1,0,0,1,0,0
186,37,32218.699929795333,68,6,147.16652042253088,58,19.643729702810493,3,0.7552111848489982,0,58,0,0,1,1,0,0,0,1,1,0
187,47,44016.61261619673,44,6,448.0120911089874,19,25.16380553792048,3,3.48794087840157,1,94,0,1,0,0,1,1,1,0,1,0
188,28,61556.37825674964,23,9,88.41595069695438,9,28.10065592255865,1,1.583335121520289,0,48,0,0,0,1,0,1,0,0,1,0
189,45,60151.55406075432,2,2,249.9720630354792,43,9.590742398119918,2,1.0356196007438212,0,13,0,1,1,0,0,1,1,0,1,0
190,42,57779.59471420351,22,3,432.2400212547005,49,4.7498196859632,1,2.342731324061651,0,60,1,1,0,0,0,1,0,1,1,0
191,56,40629.39915256845,57,9,327.1297524895561,48,2.307476401597084,2,2.596773318645037,1,49,0,0,1,0,0,0,0,0,0,0
192,50,61278.53927049048,72,3,181.54828212918505,36,22.176802620977657,2,1.26718188753232,1,67,1,1,0,0,0,1,1,0,0,0
193,18,64653.48617055599,7,8,239.34209349940733,42,23.87523175619141,1,0.6869087193025949,0,7,1,0,1,1,1,0,1,1,1,0
194,44,39568.67555165036,78,5,368.0124711541316,54,12.340256495152188,0,2.3632501605746614,1,77,1,1,0,0,0,0,1,1,1,0
195,69,49376.44853686213,56,4,487.9673345137547,47,11.938169674491506,0,3.917868511947935,1,25,1,0,1,1,1,0,0,1,0,0
196,30,80306.02945523168,67,9,451.9124232707451,57,28.631687246473494,3,4.4338989677045975,1,23,0,0,1,1,0,0,0,0,0,0
197,58,38901.88585304919,16,2,204.09476377206957,51,27.50877161990179,2,0.9389673235809488,0,51,1,0,1,0,0,1,0,1,0,0
198,20,24423.69996134413,83,5,499.1890456795359,32,7.074650467319591,0,2.861039583550648,1,47,1,1,0,1,0,0,0,0,0,0
