,Age,Income,Loyalty_Score,Prior_Purchases,Avg_Spend,Recency,Browsing_Time,Clicks_On_Promo,Purchase_Frequency,High_Value_Customer,Engagement_Score,Gender_Male,Promotion_Type_Discount,Promotion_Type_FlashSale,Promotion_Type_LoyaltyPoints,Channel_Email,Channel_In_store,Channel_SMS,Time_of_Day_Evening,Time_of_Day_Morning,Will_Buy
22,55,45149.65681570687,69,4,100.52582262758348,29,18.692540180542665,3,3.906050609429325,1,75,1,0,0,0,0,1,0,0,0,0
23,19,50714.05327721527,73,4,248.13052070391328,50,24.53709842150078,0,2.072983046915057,1,80,0,0,0,0,0,0,0,1,1,0
24,38,27912.374329384867,59,4,469.3474768263917,37,19.582418477807376,4,2.63478793522907,1,29,0,0,0,0,0,1,1,1,0,0
25,50,48654.56559788711,2,7,115.34525902160176,52,12.77609026749709,0,1.8106746775755207,0,38,1,1,0,0,0,1,1,1,0,0
26,29,67751.2137430878,65,4,181.3566157953417,43,6.919440689309531,6,3.633985719983164,1,59,1,0,0,0,1,0,1,1,0,0
27,39,40089.39127614297,60,5,186.92359257769516,9,2.194053237401834,4,4.300458886736184,1,48,1,1,0,0,0,1,0,0,1,0
28,61,65347.1180703084,51,4,63.526240490899326,19,16.11199909737544,7,1.7882158313281464,1,20,0,1,1,1,0,0,1,1,1,1
29,42,51373.78608040645,30,3,66.3229556104958,12,29.71075022635328,0,1.589979396486166,0,21,1,0,0,0,1,0,0,0,1,0
30,66,29219.422014954016,11,6,478.7567721873108,27,22.167449969924768,2,3.566481194587536,1,28,1,0,0,1,0,0,0,0,0,0
31,44,33390.207299805326,92,7,306.9916740438143,37,9.887631687830597,0,1.378188772554744,1,50,1,1,0,0,0,0,0,1,1,0
32,59,63789.54304561632,76,8,187.99174464287805,48,24.833423522593385,1,3.3792789452439758,1,33,1,1,0,0,1,1,1,0,0,0
33,45,58287.861278875775,39,3,220.40359731796303,58,23.092621605274555,2,0.92492635862136,0,40,1,0,0,1,0,1,0,0,1,0
34,33,51526.46109481438,90,3,371.6793179802609,25,8.520910221268357,2,3.2906172198230923,1,90,0,0,0,0,1,0,1,0,1,0
35,32,45889.52278628082,77,6,214.9327415995792,45,0.5277939448476171,2,2.810330303046949,1,54,1,0,1,0,0,0,0,1,0,0
36,64,53158.51966442878,72,3,152.49218139197973,38,3.6330628921650927,1,1.0125757200933876,0,10,1,0,1,0,0,0,1,0,0,0
37,68,63204.443738798735,63,3,95.82680371990972,48,26.33145509033052,4,3.420966356890699,1,34,1,0,1,1,0,0,0,0,0,1
38,61,72137.79920730928,64,3,378.0198552731167,50,25.113234755615665,2,2.5095072066533413,1,73,0,0,0,1,1,0,1,0,0,0
39,69,72855.26299160907,61,4,131.25425750385114,17,8.926749126263037,3,1.4770177286768855,1,36,0,0,0,1,0,0,0,0,1,0
40,20,55579.39851137747,54,4,81.34172146683392,44,8.62734324590417,2,2.090228700659798,0,75,1,0,1,1,0,1,0,1,0,0
41,54,47421.02464453219,92,1,242.12950047341465,59,23.80666311436389,3,2.7144594753751834,1,74,1,1,0,0,0,1,0,0,0,1
42,68,52193.72011728284,94,5,67.8069328151092,33,28.13835034987312,1,0.911994022689719,1,7,1,1,0,0,0,1,0,0,1,0
43,24,57831.8053588262,73,10,484.24912625429903,39,23.39620397824824,2,4.809242674077594,1,16,1,1,0,1,0,0,0,1,0,0
44,38,57771.00415767637,95,4,332.2818354086779,14,18.206802443219768,5,3.4950297029545454,1,51,0,0,0,1,0,0,0,1,1,0
45,26,69619.79955710158,58,9,118.71356470095236,28,7.355873374920955,3,0.961407415794632,1,90,0,0,1,0,1,0,0,0,1,1
46,56,81736.33582874983,85,2,127.60433890180737,18,15.819862631448292,2,4.202879829478068,1,96,0,1,0,1,1,0,1,0,0,1
47,35,46921.18055578871,56,5,306.42281612278043,55,7.082004571938612,0,1.9514971892576545,0,61,1,0,1,0,0,0,0,0,1,0
48,21,82338.27363236694,34,9,210.45459080200712,33,24.25954146089353,1,3.1855979152093274,1,31,1,0,0,0,0,0,0,1,1,0
49,42,67583.5887013759,31,8,398.4200348844712,52,11.670136277580344,2,1.7471427871080796,1,32,0,0,1,0,0,1,0,0,1,0
50,31,48487.65514722188,52,2,295.6129185285125,42,25.027546788121384,4,3.800326752115733,1,45,0,1,0,0,1,1,1,0,0,0
51,67,72478.4725829762,89,3,245.0002439862236,15,11.510115617683486,1,3.75354038750046,1,76,1,0,1,1,0,0,1,0,0,1
52,26,75284.72452128747,76,3,483.3411116293722,11,24.74206721547675,5,2.984195555925881,1,27,0,0,0,1,0,1,0,1,0,0
53,43,43095.5683370923,1,4,225.82807529436005,36,10.066202673440731,3,1.5841651661221017,0,22,0,0,1,0,0,1,1,1,0,0
54,19,75983.22878728472,55,2,230.2749157088046,15,13.259967868068328,2,1.641667133804655,1,15,0,1,0,1,1,0,0,1,1,0
55,37,66126.24231553945,22,6,349.5975894773551,53,18.50310373834546,5,2.222882585127244,1,8,0,0,0,0,0,0,0,1,0,0
56,45,85528.38691968788,40,2,414.2653628549757,48,2.2015996594945686,3,1.1525547532832838,1,68,0,0,0,0,1,0,0,1,0,0
57,64,43639.42127000752,1,6,331.7967458863454,30,28.451391148282383,1,2.0194507093591563,0,8,1,0,1,0,0,0,1,1,0,0
58,24,44698.59884396006,65,5,364.3745999244928,58,17.250813005101715,2,3.579595705617406,1,87,1,0,1,1,0,0,1,0,0,1
59,61,19600.0680538499,63,6,217.81920585497505,15,15.283818439254988,3,4.238803760267396,1,16,1,0,1,0,0,0,1,1,0,0
60,25,58567.90880851943,54,4,265.7735764152169,49,25.197879736485373,0,1.9966203072201263,1,48,1,0,0,0,1,1,0,1,0,0
61,64,55628.76883428077,42,3,138.6657889105835,23,25.986305623915143,2,1.551156162144638,0,34,0,1,0,0,0,1,0,1,1,0
62,52,41555.094926965,21,3,356.1109208143356,43,15.715586095417578,3,4.2468916025081045,1,86,1,1,0,0,0,0,0,1,0,1
63,31,48772.23902767913,79,2,149.65337319201927,50,27.82514354122976,2,4.508168123236645,1,87,0,0,0,0,0,0,0,1,0,0
64,34,30331.68484737327,81,7,50.56555792721503,48,2.0356592056867706,0,2.345096854904289,0,57,0,0,0,0,0,0,0,0,0,0
65,53,67976.67429247529,22,3,470.192953913038,59,3.4854511883114045,1,0.6210686923233524,0,5,1,0,1,0,0,0,1,0,0,0
66,67,42654.50788207535,38,7,187.70685854654923,15,17.943968077431762,1,3.627327294023684,1,44,1,1,1,0,0,0,0,0,1,1
67,57,96410.73523431428,99,3,138.48441910970104,29,10.686569267628151,2,4.028149562824082,1,71,1,0,1,0,0,1,0,0,1,1
68,21,47365.980489334506,80,4,170.66602893459915,11,13.980332469057045,2,0.581109139239981,1,37,1,0,0,1,0,0,0,1,0,0
69,19,38605.71738427536,8,4,198.7014639283914,45,9.90956861512528,3,3.1776388400368094,0,90,0,0,0,0,0,0,1,1,1,0
70,23,43815.30321897708,62,6,263.54589190167815,18,12.201286812203572,4,3.1476594120987875,1,28,0,0,0,0,0,0,0,1,1,0
71,59,28820.58535183623,47,4,81.20825195836848,40,24.697125779674355,2,2.204185589365613,0,68,0,0,0,1,0,1,0,1,0,0
72,21,57234.07836054413,17,2,73.70292029245289,31,17.84493837564371,0,3.87395296632877,0,96,1,0,0,0,0,1,0,0,0,0
73,46,43701.50450331317,17,5,181.80984449213267,9,29.9206020235766,0,2.426805671514623,0,38,1,0,1,1,0,0,0,1,0,0
74,35,66968.79185596606,90,5,183.09475903869316,22,23.627688014846797,3,3.5454917830611383,1,46,0,1,0,0,1,0,0,1,1,0
75,43,45878.787572383735,13,4,102.94080251640575,11,8.282620997644615,2,2.8270278708581835,0,73,0,1,0,0,0,0,0,0,0,0
76,61,70766.6316752847,17,6,232.1562174442404,17,8.003919020028217,1,1.6180907211627975,0,26,1,0,1,1,0,1,0,0,0,0
77,51,61361.83623975561,38,5,177.81290069125205,33,10.143358276498512,5,3.2292538835455926,1,75,1,0,1,0,1,0,0,0,0,1
78,27,50428.95165077516,81,2,61.72499875778155,11,25.313458471367507,1,3.8160882268062872,1,84,0,0,1,0,0,1,1,1,1,1
79,53,73703.48881026232,78,4,448.5743511894999,39,0.9159007544519112,3,4.882575530466516,1,53,0,0,0,0,1,0,1,0,0,0
80,31,64284.40191555814,45,4,448.7085581196157,8,6.982420238250605,4,2.2104902606108605,1,63,0,0,0,0,0,1,0,0,1,0
81,48,94193.19239994838,6,6,144.1320138110633,51,27.157060768293583,4,0.7901264509985799,1,63,1,0,0,1,0,0,1,0,0,0
82,65,43858.17132532693,35,6,123.29250267395656,57,19.232903438889235,6,4.945870495496084,1,38,0,1,1,0,0,1,1,1,1,1
83,32,51149.24158187691,14,6,296.2817439561418,4,6.882728155481586,1,3.3071299674149133,0,15,0,0,0,1,1,0,0,1,0,0
84,25,73530.63516516394,72,5,333.8390763416439,36,6.652434550154151,4,4.759027061723462,1,99,1,0,1,0,0,0,0,1,1,1
85,31,26846.932822473314,61,6,480.8941508511828,19,25.892281242606973,4,0.9672218870500372,1,9,0,0,1,0,1,1,0,0,1,0
86,40,69754.15344848843,15,4,219.80680548791565,24,26.82334949748369,1,2.03915227941706,1,97,0,0,1,0,0,0,1,0,0,1
87,57,56589.54136522206,54,8,328.1901542890513,41,7.758319619767247,1,1.1027151449272594,1,75,0,1,0,1,1,1,0,0,0,1
88,38,36676.83866829128,27,6,445.1814706119393,49,12.673259706488311,3,4.259795695619268,1,22,1,1,0,0,0,0,0,0,1,0
89,33,29554.405121733176,13,2,252.4792036013825,18,25.05441258498668,7,4.461542336431922,1,70,1,0,1,1,0,1,0,0,0,1
90,62,39912.65790304574,31,5,105.05558802079672,33,23.153122414435572,7,2.755902649437592,0,56,0,1,1,0,1,0,0,0,1,0
91,35,15727.706415116423,35,5,219.8512786234884,46,24.43609158632593,1,1.339727979479137,0,37,1,0,1,1,1,0,1,0,0,0
92,64,42656.908344627445,60,9,111.45511701648518,36,15.600105904560266,2,1.0720353606786883,0,57,0,1,0,0,0,1,1,0,0,0
93,41,59338.345000138725,6,7,57.48775889087763,10,27.35531654432468,3,3.1467384953609305,0,60,0,0,1,0,0,0,0,0,0,0
94,43,42855.49038546758,69,3,388.1988753570618,55,9.845951164237611,2,2.7786934606338525,1,85,1,0,0,0,0,1,0,0,0,0
95,42,70824.69052150712,86,9,157.29066522290998,14,4.784496816990789,4,3.626550960654504,1,12,0,0,0,1,0,1,0,1,0,0
96,62,74899.21404087932,58,6,50.90317062753832,7,21.291096743689454,3,1.8734326817899605,1,7,1,0,0,0,1,0,0,1,1,0
97,58,69134.66723938662,49,3,442.5945608908153,12,16.2266970386062,0,2.3106559776096303,1,66,1,1,0,0,0,0,0,0,1,0
98,46,53459.61365396548,23,8,249.7049773209077,22,25.652114487403484,1,0.5961248323302082,0,41,0,0,0,1,0,1,1,1,1,0
99,32,15129.81091270296,89,4,157.48694583495134,27,2.5266615488289768,1,3.2456437028398804,0,24,0,0,0,0,1,1,0,1,0,0
100,62,39444.53761951091,34,7,168.25548755993867,48,25.3264028627982,4,2.40414584605915,1,90,1,1,0,0,0,0,0,0,1,1
101,18,47869.4220983842,26,10,158.24205198727262,37,8.869510130943784,5,4.638940852160515,1,25,1,0,0,0,0,0,0,1,0,0
102,42,36591.98525742784,47,6,137.55027253517238,11,19.68018444832867,2,3.388038339671622,1,62,0,0,0,0,0,0,0,0,0,0
103,24,47907.41786770144,5,6,428.5518010584334,36,1.2998507934398482,2,2.294125211523622,0,84,1,1,0,0,1,0,0,0,0,0
104,26,74151.01203040069,90,3,126.6492354664413,13,18.32648075947766,6,1.6861513139300768,1,44,0,1,1,0,0,0,0,0,1,1
105,41,25313.35205727023,20,4,302.8346077457294,32,21.546423506701345,2,4.573782241734374,0,2,0,0,1,0,0,0,0,0,1,0
106,18,77175.3808417854,6,2,84.7941101024843,8,11.125631413718043,3,0.5731928335284947,0,42,1,0,1,0,1,1,1,1,0,0
107,61,63270.89632631206,70,6,477.2846192803701,7,6.540780087337993,2,1.971106102635765,1,99,0,1,0,0,0,0,0,0,0,1
108,25,54023.25212416543,59,6,321.4912570006648,43,16.175157230445997,5,4.745775127046158,1,33,1,0,0,0,0,0,0,1,0,0
109,41,39295.75166388854,64,5,456.418630041032,43,25.01240505262583,0,3.4431485314170835,1,17,0,0,1,0,0,0,1,1,0,0
110,28,36890.74481762862,18,5,229.04500076397284,58,9.77406601306986,0,2.897235820774846,0,63,0,0,0,0,1,1,0,1,0,0
111,68,25606.734281168905,4,5,414.8024255430851,17,7.648831995886258,0,1.4159062306419234,0,22,0,0,0,0,1,0,0,1,0,0
112,34,75751.48220471581,17,5,434.1445157521901,22,8.44016572826686,1,4.250186484144741,1,1,0,0,0,1,0,0,0,0,0,0
113,25,73064.17340111062,14,5,366.3271810304015,46,28.479051372208268,3,1.4188957816674923,1,94,0,1,0,1,0,0,1,1,1,1
114,52,28905.73057125077,78,2,91.82635990416784,34,10.842379781360334,1,1.617140891845625,0,70,0,0,1,1,0,0,0,0,0,0
115,52,41710.58007640698,13,3,57.23603888265769,20,0.2077667726597865,3,1.3633301429233486,0,54,1,1,1,0,0,0,0,1,0,0
116,50,56497.17153847863,7,1,125.8518524252998,53,23.47226811799263,1,1.2116725725628488,0,14,1,0,1,0,1,1,0,1,0,0
117,22,45507.36292741688,44,3,103.1435406350053,8,21.008316380528168,3,4.789906231904613,1,97,0,0,1,0,0,0,0,0,0,1
118,59,21219.87864452273,15,3,376.3119488899297,22,3.944191111628769,1,3.209142182635888,0,53,1,0,0,1,0,1,0,1,1,0
119,56,40133.40859166467,19,5,300.6530693102042,27,29.548637049133884,4,3.3702670940454227,1,6,1,1,0,1,0,0,1,0,1,0
120,58,79265.51447030029,63,6,286.67788904552265,34,18.281062330622824,1,4.794464595554526,1,90,1,0,0,0,0,0,0,0,0,0
121,45,41150.32114378334,35,5,163.79028514766324,21,15.073306779123984,6,1.537587748065032,0,64,1,0,0,0,0,0,0,1,0,0
122,24,47547.98994946689,81,4,119.57339153166872,15,11.52835610192444,6,0.5266289236896142,1,88,1,1,0,1,1,1,0,0,1,1
123,26,32822.33863946929,35,5,142.94658639600317,5,26.970315391352774,3,3.1949764230663105,0,33,0,1,1,0,0,0,0,1,1,0
124,25,58816.44477925622,19,6,230.12465333651605,38,7.394508094415041,1,2.7853018395087137,0,72,0,0,0,1,0,1,0,0,0,0
125,29,51727.27698536876,20,3,383.0644430424288,17,8.644490116575065,1,2.649426698292324,0,44,0,0,1,0,0,0,0,1,1,0
126,51,38869.70387664532,35,1,164.53247744141146,8,3.76008311992835,2,0.7784609506078961,0,34,0,0,0,0,0,1,1,1,1,0
127,50,30430.169062888624,32,3,364.3758505664241,19,22.797660957969377,2,2.54495689958653,1,34,0,0,0,0,1,1,1,1,0,0
128,65,71068.15061016314,48,5,271.1803191821796,5,17.906923484135014,0,1.7940180429081451,1,24,1,1,1,0,0,0,0,1,1,1
129,40,25916.8489003838,44,5,448.4483818298568,23,18.3110784607095,2,1.7355410475094089,1,2,1,0,1,0,0,1,0,1,0,0
130,41,57557.23543384332,24,4,154.811552400065,19,6.632265887481961,1,1.5007171108059176,0,8,0,0,1,0,0,0,0,0,0,0
131,54,17691.811329326403,61,3,252.885507177924,14,19.569934834899808,5,1.9963776188955684,1,25,0,0,1,0,1,0,1,0,0,0
132,52,60608.17524518574,17,5,93.49914522455198,10,22.987207572681232,1,2.089098838145356,0,94,1,0,0,0,1,0,1,0,0,0
133,61,64554.48330890091,71,4,200.8189141800443,31,10.800867068698109,1,1.8894909936289888,1,32,0,1,1,1,0,0,0,0,1,1
134,57,66421.75567459871,50,5,278.09619981449134,13,24.0602796044552,2,4.904387220737791,1,56,0,1,0,0,1,0,0,1,0,0
135,39,47581.87297145198,65,9,379.7330964511066,22,10.528838597107423,0,4.697289884792692,1,94,1,0,1,0,0,0,1,0,0,1
136,44,73760.05408345544,99,3,139.1347040263843,37,22.7683399991277,1,3.08529544786188,1,7,0,0,1,0,0,0,0,0,0,0
137,52,84616.87542494101,32,6,148.14145778290964,39,1.1085302129857977,3,4.914746772846394,1,48,0,0,0,0,1,0,1,0,1,0
138,18,45175.65295931055,36,3,334.2100282344722,10,16.579821584062216,0,4.960391046436356,1,88,0,0,1,1,0,0,1,0,0,1
139,52,43234.92454805109,13,8,222.1060025544402,31,29.08884416313261,4,2.101728695077861,1,54,0,0,1,0,1,0,1,0,0,0
140,54,52237.65890517404,70,5,266.9426902545565,43,29.439213560403484,1,2.5033439558288504,1,63,0,1,0,0,0,1,0,0,0,0
141,64,42834.79781158689,58,5,426.2606909504333,35,8.524402092418043,0,4.815777996430995,1,73,1,0,1,0,0,1,0,0,1,1
142,31,40641.94705984819,14,3,274.5874854790364,13,13.297832823302628,4,3.2388178968440897,0,80,0,0,1,0,0,1,0,1,0,0
143,20,41948.92189637736,37,5,343.624721274127,30,1.983039448800328,3,1.4581808727677263,0,2,0,0,0,0,1,0,1,0,0,0
144,18,75736.34012009368,79,2,345.5487687469875,34,26.212905097377533,1,3.602213007514252,1,35,1,0,1,0,0,0,0,0,0,0
145,22,61578.22992553148,68,4,411.6253743302082,36,17.100307378892403,3,1.425857819207394,1,98,0,0,0,0,0,0,0,1,0,0
146,43,42785.80809112863,40,8,337.1627698209609,35,11.614510300321458,2,2.027109846523306,1,22,0,1,1,1,1,0,0,0,0,1
147,31,13173.12461416571,59,4,79.16442154423812,47,3.471839698825677,3,1.524020733929082,0,83,1,0,0,1,0,1,0,1,1,0
148,56,26833.032595902987,80,6,203.9778422090781,4,28.408341836356986,1,1.60241097170229,1,64,1,0,0,0,0,1,1,1,1,0
149,44,57551.43623902817,92,8,495.1922825791445,55,15.953549529847711,1,0.5209501170505202,1,59,1,0,1,1,0,0,1,1,1,1
150,26,18176.66087916774,16,2,138.42962996356346,53,8.559545079578825,2,4.463189744897534,0,49,1,0,0,0,0,0,1,1,0,0
151,32,54394.90291177934,62,3,314.02808528660984,4,10.571432390932134,1,1.831957228741072,1,52,1,0,0,0,1,1,1,0,0,0
152,32,34016.544127024616,4,7,429.3232879447677,47,8.193845709572214,6,0.8886847078525751,0,21,0,0,0,0,1,1,0,0,0,0
153,43,51377.0866187101,45,4,313.9513523363093,6,18.094113284823724,3,0.8914433255648984,1,12,1,1,0,0,0,0,0,0,0,0
154,59,50957.84452001214,90,8,217.5216161570048,55,27.905910915837246,5,3.0020822440742845,1,11,1,1,0,0,1,0,0,0,1,0
155,30,51808.84900836066,28,4,86.10285322296758,28,25.71514471946428,1,4.968142477402717,0,54,1,1,0,1,0,0,0,0,1,0
156,68,44083.672293822194,96,4,212.74920614124272,30,13.865388175236726,1,1.1526011027158622,1,83,1,0,0,0,0,0,0,0,1,0
157,49,43590.715615884015,66,4,131.9303802084303,27,24.812330932800133,3,0.9482980142734676,1,70,0,0,0,0,0,1,1,1,0,0
158,56,39188.14371595342,31,6,482.388267326891,5,12.75085389016226,0,2.472367461809408,1,14,1,0,0,1,1,0,0,0,1,0
159,66,57258.38475862835,3,7,371.76432870122886,44,7.643983508683276,1,3.0349906422835797,0,33,0,0,0,0,0,0,1,0,0,0
160,69,62077.89012171423,8,2,387.222419461938,39,29.504111946466196,0,1.824711614950732,0,77,0,0,0,0,0,0,1,0,1,0
161,49,31715.412161958106,24,5,246.18616970017013,35,9.186238282327572,2,1.861349416312399,0,26,1,0,0,0,1,0,0,1,0,0
162,21,49225.57291561596,15,5,99.48417265926776,39,9.77935450650856,2,2.410144258320273,0,14,0,1,0,0,0,0,0,1,0,0
163,47,52948.73110231607,43,5,170.02241877529443,44,29.69181674681701,2,1.913655268177727,1,88,0,0,1,0,1,0,1,0,0,1
164,54,52756.56701934563,31,4,166.86999682984856,15,4.1044320456530805,1,4.618992126058325,0,48,0,1,0,0,1,0,0,1,1,0
165,40,52501.544293947765,73,6,269.0507078606946,19,22.839966241489883,1,0.6887955708078304,1,65,1,0,0,0,0,1,1,0,0,0
166,56,43969.47784482164,45,4,257.4409040120107,30,28.08080147863352,1,1.5555657194162358,0,46,1,0,0,0,1,0,0,0,0,0
167,62,54185.456381938086,66,5,245.03369781732812,38,15.402670328835017,1,4.138487583023396,1,55,0,1,0,0,1,0,1,0,1,0
168,32,59270.4306647543,8,4,273.18986001173346,32,0.175400674914319,1,4.252811560992305,0,94,1,0,1,1,0,0,1,0,0,0
169,60,52115.54983733846,71,3,494.1603868916638,40,11.314262428981875,0,1.001997855338905,1,74,1,1,0,0,1,0,0,1,0,1
170,46,57589.09754800586,57,3,184.2591337937975,29,3.43591287230633,2,4.881935525057225,1,74,1,0,0,1,0,0,0,0,0,0
171,53,64855.3011655626,80,4,326.8711221546144,6,12.544011061917502,3,3.62009682454599,1,92,0,0,0,1,0,0,0,1,0,1
172,30,22235.89463157098,99,3,157.77848481813717,26,23.721800173104317,2,1.7266687519261803,1,68,1,0,1,0,0,0,0,1,0,1
173,49,64151.95762798051,30,7,259.9728196667819,27,13.217475311625634,6,2.5521703916650456,1,78,1,0,0,1,1,0,0,1,0,0
174,24,55136.41647831912,74,7,140.02215491586873,35,13.014561128243082,2,1.837123788055852,1,12,0,1,0,0,0,0,0,0,0,0
175,68,33325.6200839191,18,6,301.1865058848909,28,16.748005359873513,7,1.175100124344887,1,54,1,0,1,1,0,1,1,0,0,1
176,39,62037.06323479533,69,5,169.2553039176504,5,17.492548483955638,0,1.8103012913701184,1,64,0,0,0,0,1,0,1,0,0,0
177,45,44025.18640964058,93,4,66.55501252347385,41,25.70325963308924,2,3.110413718703283,1,47,1,1,1,0,0,0,1,0,0,1
178,19,46070.5034552217,39,4,416.871991162769,56,9.319827632945648,2,4.21686362675961,1,37,1,1,0,0,0,1,0,1,1,0
179,59,42384.80326301507,60,7,107.71480045418788,48,24.66797080460368,4,2.1358808370030973,1,74,1,0,0,0,0,1,0,0,1,0
180,62,54535.98266357337,98,6,215.61745960260757,54,17.021419085892212,2,2.065556932465288,1,41,1,0,0,0,0,0,1,1,1,0
181,23,38219.7028623192,43,3,264.72992410004133,16,9.085833536542694,1,2.606003154865952,0,27,0,1,0,0,0,0,1,0,1,0
182,45,63522.11944921679,45,4,244.6160001898673,41,8.924268715781706,1,3.4005001998395583,1,42,1,1,0,1,0,0,0,0,1,1
183,45,47917.06119207993,23,4,376.54959366050406,18,10.89801176146116,6,3.882273180945392,1,76,0,1,1,0,0,0,0,1,1,1
184,61,44536.96274768094,69,4,318.54946816892493,13,18.71852795433727,3,1.970597771597632,1,86,0,0,0,1,0,1,0,1,1,1
185,61,61293.135164209554,94,7,182.9170322183687,43,7.001270767662478,0,3.1385861052131254,1,68,1,0,1,0,0,0,1,0,0,1
186,37,45206.64856521379,6,6,73.26634992830158,25,27.6179734940008,2,2.252123785763971,0,29,1,0,0,0,0,0,1,1,1,0
187,47,64222.65238043452,56,7,395.41780321392935,10,17.289886266919222,5,3.7237993266352367,1,36,1,0,1,1,0,0,0,0,0,1
188,28,64693.89426261299,4,3,208.63720700528972,29,27.608471732180604,1,1.2410371423265936,0,57,1,0,1,0,1,0,0,1,0,0
189,45,29977.942426715344,93,5,450.3761334499861,10,1.4874903215167257,2,1.6561618927308324,1,78,1,0,0,0,0,0,0,0,1,0
190,42,66638.90303334386,23,5,227.7755481214627,6,10.344079976798051,0,2.417271889292374,0,12,1,0,0,1,0,1,1,0,1,0
191,56,28069.46042747172,6,4,372.9463727619683,16,0.7819490545599299,3,4.502366554646154,0,45,1,0,1,0,0,1,1,1,0,0
192,50,67573.70790323766,32,5,472.8041164556057,25,8.240329271429296,1,3.079966052078106,1,20,1,1,0,0,0,0,1,1,0,0
193,18,80425.35788345359,18,2,343.0186027859659,44,25.873993520830787,2,4.844282535416353,1,45,1,1,1,1,1,0,0,0,0,1
194,44,63122.51657403697,15,6,236.0700110288772,4,1.1946305036818057,2,0.9647495837648772,0,23,0,0,1,1,0,0,0,1,1,0
195,69,17645.290329504904,40,2,305.3296709536743,37,13.14079828748077,3,2.570789361429207,0,62,1,1,0,1,0,0,1,0,1,0
196,30,65953.48579079028,96,3,294.5503348438517,34,3.615255407149511,3,2.385853385204229,1,86,1,1,1,1,0,0,1,1,0,1
197,58,83691.93448904017,73,3,313.16901649401325,19,12.563535711884994,1,3.2009277938268577,1,34,0,0,0,0,0,0,0,1,1,0
198,20,45454.52538502956,74,5,116.0689935386056,33,25.18166236950488,1,4.153840739184102,1,21,1,0,0,0,0,0,0,0,0,0
